交易日期,股票代码,股票名称,是否交易,下日_是否交易,下日_开盘涨停,下日_一字涨停,下日_开盘跌停,下日_一字跌停,下日_是否ST,下日_是否退市,下日_开盘买入涨跌幅,总市值,流通市值,换手率,振幅1,振幅2,本周期涨跌幅,下周期每天涨跌幅
2009-03-27,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,-0.022935779816513846,12307915206.5,11400282454.2,0.11600075079830997,0.16753926701570632,0.039505547184949585,0.023419203747072848,"[-0.02517162471395884, 0.025821596244131495, 0.0022883295194506825, 0.006849315068493178, -0.02267573696145142]"
2009-04-03,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.010397830018083254,126078208959.0,111621120926.0,0.08783164565691418,0.2780269058295961,0.04706212910010632,0.009977324263038545,"[-0.01706331387516835, -0.043398812243033325, 0.052053486150907435, 0.008624602814343962]"
2009-04-03,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,-0.0092592592592593,12138927812.4,11243756837.0,0.1444153995448061,0.16062176165803077,0.037457738445770404,-0.0114678899082572,"[-0.006960556844547439, -0.02102803738317749, 0.007159904534606021, 0.009478672985782088]"
2009-04-10,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.0058035714285715745,125795141583.0,111370512213.0,0.05954603964033759,0.2737430167597761,0.04250271578798766,0.004520795660036159,"[0.013951395139514045, 0.009320905459387463, -0.010114335971855626, -0.002221235006663713, -0.019145146927871726]"
2009-04-10,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.030516431924882514,11998104983.9,11113318822.6,0.06160294804174729,0.1428571428571428,0.03382768307933678,-0.01388888888888895,"[0.030516431924882514, -0.006833712984054552, 0.041284403669724634, 0.028634361233480066, -0.04925053533190571]"
2009-04-17,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.019909502262443368,124719485557.0,110418199102.0,0.06896590706904644,0.20798319327731063,0.04019191559249646,-0.016517857142856807,"[0.023150249659555033, -0.01996450754214729, -0.01856043458578538, -0.00046125461254598044, -0.013844023996308241]"
2009-04-17,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.018058690744920947,12505067166.4,11582895674.3,0.18084188720162928,0.18092909535452328,0.03986742016931701,0.04225352112676051,"[0.015765765765765716, -0.008869179600886956, -0.03355704697986561, -0.0023148148148149916, -0.004640371229698292]"
2009-04-24,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.02573701450631727,120982996203.0,107110164086.0,0.05782446692946055,0.10047846889952194,0.0365158288221718,-0.03303167420814468,"[-0.02573701450631727, 0.011047070124879932, 0.0954869358669832, 0.004770164787510911]"
2009-04-24,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,-0.04672897196261683,12082598681.0,11191581631.2,0.08742198093542329,0.18092909535452328,0.039810152279514024,-0.03160270880361182,"[-0.04895104895104896, 0.0, 0.026960784313725616, -0.0023866348448688957]"
2009-04-30,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.023635582294800228,131173421714.0,116132077766.0,0.06356527117231359,0.13756097560975578,0.04000189273562969,0.08423022929340185,"[0.028053517479499357, 0.0, 0.028127623845507932, 0.004491629236423211, 0.008943089430894169]"
2009-05-08,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.008363201911589013,140514645099.0,124402165307.0,0.06256077345433532,0.2292682926829268,0.03722894647628222,0.06660936828534592,"[0.003223207091055613, 0.01967871485943773, -0.003150846790074935, -0.019359936783879816, 0.012892828364222453]"
2009-05-08,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,-0.03478260869565197,12843041954.6,12843041954.6,0.13064840525565807,0.1925925925925931,0.03781610812159224,0.08313539192399033,"[-0.02631578947368407, 0.0788288288288288, 0.010438413361169019, 0.006198347107438051, -0.014373716632443578]"
2009-05-15,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.0076030412164866945,142326276301.0,142326276301.0,0.04719809067999063,0.2999999999999996,0.03806909796714245,0.0011947431302270495,"[0.0015910898965791898, 0.03216838760921359, -0.016160061562139227, -0.030113414157215468, 0.0]"
2009-05-15,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.04192872117400426,13518991531.2,13518991531.2,0.17083609170624256,0.23209876543209895,0.040865936318550136,0.04347826086956519,"[0.03541666666666665, 0.024144869215291687, -0.00982318271119842, -0.007936507936507908, 0.03400000000000003]"
2009-05-22,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.030227743271221463,140401418149.0,140401418149.0,0.03873068619740812,0.2999999999999996,0.0372262167429395,-0.0076030412164865835,"[0.003225806451612856, -0.010852090032154371, 0.042259244209670754]"
2009-05-22,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,-0.003960396039603853,14561080461.7,14561080461.7,0.16319132623779037,0.30370370370370336,0.04576715217827424,0.08385744234800852,"[-0.027079303675048294, -0.02385685884691846, 0.026476578411405383]"
2009-05-27,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.015355086372360827,145213563529.0,145213563529.0,0.023231203497917706,0.2678401522359659,0.03702139416787822,0.06211180124223592,"[0.031189083820662766, -0.012476370510396961, 0.09992343032159257, 0.04629307344239475, 0.007318695941450404]"
2009-05-27,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.025742574257425765,14194941107.8,14194941107.8,0.07080603240035374,0.2878048780487801,0.04918116018383539,-0.00198019801980176,"[0.02777777777777768, 0.0, 0.013513513513513598, 0.030476190476190546, -0.01663585951940849]"
2009-06-05,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.009904258831297419,171425602482.0,171425602482.0,0.05917182374823558,0.2641821946169767,0.03738717797041209,0.16238003838771564,"[0.010237780713342026, -0.017058552328261922, -0.015009380863039379, 0.0019047619047618536, -0.028992395437262286]"
2009-06-05,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.001879699248120259,14983548947.1,14983548947.1,0.17317952643670714,0.25454545454545463,0.05235043499367411,0.05346534653465351,"[0.001879699248120259, -0.0018761726078798668, 0.005639097744360777, -0.024299065420560706, -0.04022988505747127]"
2009-06-12,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.043859649122807154,161925861358.0,161925861358.0,0.05992809299649636,0.29026915113871543,0.03654382481497298,-0.0487623786111846,"[0.04845814977973584, -0.01727357609710556, 0.005225653206650804, 0.010869565217391353, 0.019167835437120084]"
2009-06-12,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.0,14110447410.7,14110447410.7,0.10660636804891897,0.1870967741935483,0.047324502389375966,-0.05827067669172936,"[0.003992015968063978, 0.029821073558647937, 0.0038610038610038533, 0.0038461538461538325, 0.013409961685823868]"
2009-06-19,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.0009025270758122872,172784325874.0,172784325874.0,0.05196636128063932,0.29026915113871543,0.040328625606355105,0.06237816764132553,"[0.015596330275229331, 0.014001806684733387, -0.00445434298440972, -0.00939597315436247, 0.03794037940379402]"
2009-06-19,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,-0.0037174721189590088,14899055250.0,14899055250.0,0.08591178524557791,0.145228215767635,0.043854070477534146,0.05168986083499005,"[0.013232514177693888, 0.03917910447761197, 0.04667863554757634, -0.0034305317324185847, 0.0]"
2009-06-26,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.009130434782608665,182136871954.0,182136871954.0,0.05280536439337251,0.2602925164062264,0.040388583298621585,0.03700361010830333,"[0.010008703220191428, -0.008186126669538996, 0.04865334491746309, 0.014084507042253502, 0.018382352941176405]"
2009-07-03,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.018036072144288484,197592350644.0,197592350644.0,0.039058317737738546,0.2371287128712869,0.03723364344107414,0.0839130434782609,"[0.01885278780585642, -0.0334645669291338, -0.009775967413442, 0.005758946935417564, -0.009406952965235194]"
2009-07-03,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.06846846846846844,15631333958.0,15631333958.0,0.11290594192037925,0.22699386503067487,0.03909011105161768,-0.06408094435075884,"[0.06846846846846844, -0.005059021922428242, 0.006779661016949268, 0.03703703703703698, -0.0032467532467532756]"
2009-07-10,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.015126050420168013,191964971224.0,191964971224.0,0.04539520851870143,0.2619164619164618,0.035813701665230326,-0.029258517034068232,"[-0.03220478943022287, 0.03242320819112621, 0.002479338842975354, 0.03338829348722161, -0.0003988831272437876]"
2009-07-10,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,-0.00327332242225864,17293043333.7,17293043333.7,0.16995116384590592,0.29243353783231085,0.04412453300328486,0.10630630630630655,"[-0.008143322475570036, 0.0673234811165846, 0.01538461538461533, -0.009090909090909038, 0.03669724770642202]"
2009-07-17,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.006366892160764026,198622715890.0,198622715890.0,0.044572113035162265,0.19109461966604813,0.03460718937199632,0.05294117647058827,"[0.009177972865123785, -0.016607354685646447, 0.012062726176115923, 0.015097338100913849, -0.011350293542074286]"
2009-07-17,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.04264705882352948,19095575537.8,19095575537.8,0.12279688995800507,0.299047619047619,0.047227071834796165,0.1096563011456626,"[0.04572271386430682, -0.014104372355430161, 0.0, -0.025751072961373467, -0.001468428781204123]"
2009-07-24,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.00903377847604081,200207893192.0,200207893192.0,0.044382369297890696,0.13216630196936574,0.03310988439627247,0.005173099880620979,"[0.01702296120348379, -0.003892565200467213, -0.022665103556076538, 0.07516993202718902, 0.010412792859799236]"
2009-07-24,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.04852941176470593,19151904669.2,19151904669.2,0.08940662960555167,0.3181818181818181,0.04696490403995318,0.0,"[0.04852941176470593, 0.057503506311360475, -0.05437665782493373, 0.019635343618513268, 0.024759284731774578]"
2009-07-31,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.009140767824497242,215346336422.0,215346336422.0,0.06148277388408535,0.16246259085079107,0.039008096233881115,0.06716417910447747,"[-0.0025763709974236937, -0.02915129151291518, -0.025845686050931183, -0.0175575497463909, -0.012311358220810087]"
2009-07-31,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.05234899328859055,20982601439.0,20982601439.0,0.11706159425182608,0.39745916515426494,0.055636654006747964,0.09558823529411775,"[0.05234899328859055, -0.003826530612244916, -0.03969270166453265, -0.04400000000000004, -0.051603905160390484]"
2009-08-07,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.028628230616302153,197116797454.0,197116797454.0,0.05348745428182204,0.16973065412569444,0.040521770446728264,-0.09067641681901262,"[-0.0176919983916366, -0.003683995088006542, -0.05012325390304018, 0.03287197231833905, -0.014237855946398703]"
2009-08-07,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.0,19151904669.2,19151904669.2,0.09909944471748874,0.3361064891846919,0.054639895443333794,-0.08724832214765099,"[0.004411764705882337, 0.002928257686676261, -0.035036496350364876, 0.01210287443267788, -0.046337817638266166]"
2009-08-14,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.028273162244454086,186575368398.0,186575368398.0,0.049117708884546606,0.20528634361233467,0.044267907701101075,-0.06401590457256456,"[-0.05097706032285465, 0.0013428827215757888, -0.046043808672329045, 0.042642924086223166, 0.020674157303370855]"
2009-08-14,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,-0.08439490445859876,17968992910.2,17968992910.2,0.06454170068383046,0.2827476038338659,0.054449211399980525,-0.06588579795021965,"[-0.09874608150470221, 0.029565217391304355, -0.08614864864864857, 0.038817005545286554, 0.030249110320284656]"
2009-08-21,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.02869565217391301,179996882597.0,179996882597.0,0.05014352619210546,0.3028571428571425,0.051435079220124046,-0.012179208351456805,"[-0.016292382210480016, -0.06982990152193369, -0.0043310875842156316, -0.02561623972933791, -0.05753968253968256]"
2009-08-21,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.0017271157167528806,16307283534.5,16307283534.5,0.06334701692127495,0.5065666041275794,0.06310239695064784,-0.0780254777070063,"[0.0017271157167528806, -0.04655172413793096, 0.027124773960216952, -0.0017605633802816323, -0.04938271604938271]"
2009-08-28,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.060063224446786134,150591843652.0,150591843652.0,0.08906121605757947,0.45919999999999983,0.05460980535759704,-0.17391304347826098,"[-0.06105263157894736, 0.039237668161435035, 0.03937432578209288, 0.04981837052413085, -0.002965892239248591]"
2009-08-28,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,-0.07547169811320742,15180700906.9,15180700906.9,0.046985317171738844,0.515094339622642,0.06153727591713383,-0.069084628670121,"[-0.09090909090909083, 0.0, 0.014285714285714235, 0.08249496981891347, -0.009293680297397744]"
2009-09-04,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.01870078740157477,159865130866.0,159865130866.0,0.0775142242893912,0.43827859569648897,0.059775365438485314,0.06269757639620677,"[-0.011403073872087277, 0.014042126379137265, -0.007418397626112738, -0.01644245142002998, 0.09067882472137812]"
2009-09-04,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,-0.005597014925373234,15011713512.8,15011713512.8,0.048509258345430156,0.4315352697095438,0.06349809037749635,0.005660377358490898,"[0.0, 0.011257035647279423, 0.029684601113172615, -0.018018018018017945, 0.007339449541284404]"
2009-09-11,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.007925407925408079,170644336517.0,170644336517.0,0.06863167045589738,0.3403171007927521,0.05994942103121782,0.059547244094488194,"[0.004180213655364584, 0.007863089731729778, -0.030289123451124333, 0.01751064836725047, -0.048372093023255736]"
2009-09-11,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.010928961748633892,15462346563.8,15462346563.8,0.06063576269820615,0.30290456431535273,0.06219923429919111,0.02425373134328357,"[0.010928961748633892, 0.012612612612612706, -0.028469750889679735, 0.0, 0.0]"
2009-09-18,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.007499999999999951,162163637954.0,162163637954.0,0.08183159222022543,0.3074745186862966,0.05495026220248056,-0.04615384615384588,"[-0.029814271749755594, -0.039798488664987586, 0.006820566631689617, 0.04533611255862424, -0.025922233300099684]"
2009-09-25,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.02451481103166475,154871822366.0,154871822366.0,0.07718976418930841,0.25707814269535656,0.05027619990155363,-0.02300000000000013,"[-0.022517911975434846, 0.02984293193717269, -0.0010167768174886849]"
2009-09-25,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,-0.042857142857142816,13744308056.7,13744308056.7,0.08174166050158711,0.21868365180467086,0.04297854655151349,-0.1062271062271063,"[-0.038934426229508046, -0.029850746268656803, 0.013186813186813362]"
2009-09-30,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.041170634920634885,173510396826.0,155743669882.0,0.03086881258572191,0.17088607594936667,0.04508552419480636,0.003575076608784533,[0.06819338422391863]
2009-09-30,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.04935622317596566,12983864783.1,12983864783.1,0.029023151218463956,0.2898876404494384,0.041954940041708924,-0.05918367346938769,[0.06073752711496727]
2009-10-09,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.02077431539187924,185342657984.0,166364357803.0,0.013995076948856017,0.17088607594936667,0.044393068884606576,0.041170634920634885,"[-0.01191043353978083, 0.018804243008679, 0.007572172266919086, 0.004227336777830049, 0.009354536950420878]"
2009-10-09,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,-0.020449897750511203,13772472622.4,13772472622.4,0.011075822852020165,0.2898876404494384,0.0398181028549444,0.04935622317596566,"[-0.020449897750511203, 0.022964509394572064, 0.0, 0.012244897959183598, -0.004032258064516014]"
2009-10-16,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.03862261516984655,190552384911.0,171040630843.0,0.046063365769692166,0.17088607594936667,0.04383501639156275,0.018885741265344702,"[0.03429101019462477, 0.02195340501792109, -0.007014467338886443, -0.009713024282560712, 0.021845742309407168]"
2009-10-16,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.03877551020408143,13913295450.9,13913295450.9,0.07828159280047105,0.2898876404494384,0.038025006770583736,0.010224948875255713,"[0.030364372469635414, 0.0, 0.011787819253438192, -0.01553398058252431, 0.01380670611439827]"
2009-10-23,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.006959547629404095,202384646069.0,181661318763.0,0.05783140576396477,0.22204641350211052,0.03955943052652272,0.06654257794322982,"[-0.003926701570680757, -0.036793692509855425, -0.007276034561164213, -0.011910215300045768, 0.007881316643486347]"
2009-10-23,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.011650485436893065,14476586764.7,14476586764.7,0.07526561624711677,0.22696629213483166,0.03795253199088713,0.048979591836734615,"[0.013618677042801508, -0.04606525911708259, -0.006036217303822755, -0.030364372469635748, 0.0041753653444676075]"
2009-10-30,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.08349056603773586,191965192214.0,172308772684.0,0.04391001691408693,0.2220464135021103,0.0338832020448445,-0.0543714658547193,"[0.05657773689052448, 0.008707009142359778, 0.021579628830384223, -0.005069708491761804, 0.003397027600849256]"
2009-10-30,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.042553191489361764,13547156096.9,13547156096.9,0.053144294186198045,0.17752808988764057,0.03447733101042102,-0.06601941747572826,"[0.01871101871101888, 0.020408163265306145, 0.016000000000000014, 0.0059055118110236116, 0.007827788649706457]"
2009-11-06,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.003813559322033866,208653978473.0,187288698184.0,0.05071544734465695,0.176900584795322,0.03484869848474936,0.11462264150943402,"[-0.005078290308929256, -0.0008507018290090373, -0.009791400595998145, -0.0064488392089424584, 0.013414106447425356]"
2009-11-06,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.011605415860735047,14504751330.4,14504751330.4,0.06671280485670449,0.12660944206008606,0.031708323303811826,0.0957446808510638,"[0.01553398058252431, -0.003824091778202754, -0.011516314779270509, 0.013592233009708687, -0.003831417624520994]"
2009-11-13,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.01737288135593218,206799668889.0,185624262017.0,0.04358502436098065,0.14563567362428875,0.03228294472336374,-0.007627118644067843,"[0.025192143467122063, 0.0012494793835899909, -0.0024958402662229595, -0.007506255212677226, -0.007563025210084007]"
2009-11-13,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.03824091778202665,14645574158.8,14645574158.8,0.09074676360171435,0.13948497854077235,0.029569488685310986,0.005802707930367523,"[0.044230769230769074, 0.0018416206261511192, -0.003676470588235392, 0.02029520295202958, 0.00723327305605781]"
2009-11-20,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.0008470986869970609,208565678017.0,187209439319.0,0.05188195221529218,0.16603415559772317,0.030607824355384804,0.0008474576271186862,"[-0.0012701100762066986, -0.024586689275116536, 0.007388092133854718, -0.051337359792924975, -0.024101864483856206]"
2009-11-20,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.005366726296959001,15687663089.3,15687663089.3,0.09705862220094001,0.2060085836909873,0.02933669390680497,0.06500956022944537,"[0.008976660682226134, 0.014234875444839812, 0.033333333333333215, -0.04753820033955847, -0.05525846702317294]"
2009-11-27,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.010555300596603923,189492779434.0,170089524462.0,0.07573676742730853,0.16603415559772317,0.03220913606097157,-0.09106310885218127,"[0.026095060577819185, 0.0018165304268846771, 0.00951949229374427, -0.007184553210597189, 0.04929895974672083]"
2009-11-27,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.024299065420560817,14927219815.7,14927219815.7,0.16803668914701878,0.29613733905579376,0.038109153407760575,-0.051878354203935606,"[0.03396226415094361, 0.025547445255474477, 0.001779359430605032, 0.007104795737122638, 0.012345679012345734]"
2009-12-04,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.0008695652173913437,204857058848.0,183880566986.0,0.07500086535000738,0.1529080675422143,0.030220782986724558,0.06470858191831108,"[-0.00775862068965516, -0.023892267593397132, -0.024922118380062197, 0.008215426745778132, 0.0009053870529651675]"
2009-12-04,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,0.0174825174825175,16166460706.1,16166460706.1,0.11274646536036466,0.18664047151276986,0.03972264410261993,0.07289719626168267,"[0.013937282229965264, -0.018900343642611728, -0.02626970227670755, 0.010791366906474975, -0.02135231316725983]"
2009-12-11,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.02089959109495676,195232309100.0,175241350692.0,0.05274208381470742,0.1529080675422143,0.030200644623220974,-0.03869565217391302,"[0.016282225237449044, -0.020471740097908198, -0.005906406179009616, -0.021937842778793404, -0.0313084112149532]"
2009-12-11,sh600001,邯郸钢铁,1.0,1.0,False,False,False,False,False,False,-0.021937842778793404,15490511129.5,15490511129.5,0.11618646337450411,0.15708812260536353,0.041552099482994674,-0.038461538461538436,"[-0.027272727272727337, -0.01121495327102795, 0.0, 0.0, 0.0]"
2009-12-18,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.0038591413410516973,183046846117.0,164303627311.0,0.050626269420426306,0.1528785679729079,0.032788936135414004,-0.058155383916401626,"[-0.0038591413410516973, -0.030992736077481653, 0.002498750624687407, 0.03140578265204397, -0.01643305944900919]"
2009-12-25,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.02063882063882061,179691428774.0,161291790438.0,0.04197509029824091,0.17878787878787894,0.030636353814118444,-0.018330921369995146,"[0.02063882063882061, 0.007703418391911354, 0.03344481605351168, 0.00277392510402219]"
2009-12-31,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.02931745304626643,191523689932.0,171912478359.0,0.03516427314471045,0.17878787878787894,0.030436995031241997,0.06584766584766588,"[-0.02305209774089445, 0.007550731477111938, -0.019672131147541072, -0.022455805064500622, 0.011241446725317683]"
2010-01-08,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.04212962962962963,182693644292.0,163986591851.0,0.054897064195221904,0.14949494949494957,0.02983292184560128,-0.05222171323866209,"[0.0, 0.0053165780570323395, -0.04663461538461555, 0.007060010085728763, 0.0035052578868302042]"
2010-01-15,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.016574585635358963,176954114626.0,158834765620.0,0.06295785246363497,0.11405295315682307,0.0302451584777396,-0.07222222222222252,"[0.009980039920159722, 0.005434782608695787, -0.02751842751842759, 0.03436078827690747, 0.021006350757205583]"
2010-01-22,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.004863813229571856,184547953876.0,165651028017.0,0.05751187664843407,0.11632653061224518,0.03147638109352522,0.04972375690607711,"[-0.021052631578947212, 0.011241446725317683, -0.040115998066698966, -0.00805639476334341, -0.004060913705583702]"
2010-01-29,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.02038735983690121,173245495457.0,155505893287.0,0.04924363683675368,0.12848297213622328,0.033631535276306634,-0.04571984435797649,"[-0.02038735983690121, 0.0010405827263266776, 0.033783783783783994, -0.011563599798893986, -0.012207527975584886]"
2010-02-05,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.011825192802056628,171479486329.0,153920715985.0,0.033819602583626845,0.14736842105263182,0.03352447124610018,-0.01019367991845066,"[-0.010298661174047541, 0.010405827263267664, 0.013388259526261548, -0.00203252032520318, 0.00865580448065173]"
2010-02-12,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.0025342118601114905,174923204128.0,157011811723.0,0.01884451157228814,0.11052631578947358,0.02875413491868801,0.01850899742930623,"[-0.006562342251388187, -0.009654471544715548, 0.008722421754746135, 0.0549338758901321, 0.0]"
2010-03-19,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.016475972540045847,192494994952.0,172784325874.0,0.04197956222191951,0.15436590436590447,0.016661499157459337,0.038095238095238404,"[0.018807339449541383, -0.009455200360198202, 0.0013636363636364557, -0.01906491148433964, 0.03007866728366504]"
2010-03-26,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.023608017817372096,196556815946.0,176430233668.0,0.043317552264774684,0.09751340809361286,0.017834956063301044,0.01876430205949675,"[0.032345013477088846, 0.0, -0.00870322019147085, 0.0030728709394205467, 0.0026258205689277947]"
2010-04-02,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.0026030368763558798,202296345612.0,181582059898.0,0.03691434589829669,0.12725499756216485,0.022204738679644266,0.020489977728285202,"[0.0034919249236140537, -0.009134406263592743, -0.008779631255487419, 0.015943312666076404]"
2010-04-09,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.024782608695652186,202561246982.0,181819836494.0,0.023839726151898933,0.13993174061433455,0.024271445036392624,-0.004772234273318854,"[-0.022231909328683575, 0.026749888542131117, -0.0065132435953105805, -0.004807692307692291, -0.03118137900746598]"
2010-04-16,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.05209774089442154,194790806818.0,174845056366.0,0.03603853605566002,0.08946877912395146,0.023799493301154283,-0.04086956521739138,"[-0.06799637352674526, -0.0009727626459143934, 0.015579357351509282, -0.03211888782358574, 0.00990589400693409]"
2010-04-23,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.0019588638589618235,180044630600.0,161608825898.0,0.05037892577809241,0.1719298245614036,0.028046134917791832,-0.059935454126325505,"[0.00343305541932315, -0.017106549364613977, 0.0, 0.0039781203381403785, 0.01981178801386818]"
2010-04-30,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.0014836795252224366,181810639728.0,163194003200.0,0.026247452345111662,0.18200202224469186,0.0271666285595062,0.008325171400587639,"[-0.01942690626517718, 0.005943536404160454, -0.06253077301821763, -0.025735294117646967]"
2010-05-07,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.013888888888889062,163797346622.0,147025194723.0,0.03153546561006312,0.25311653116531185,0.03125465756981285,-0.08259149357072193,"[0.023180592991913773, -0.01211801896733411, 0.023466666666666747, 0.02709744658676394, -0.0157280568239474]"
2010-05-14,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.026604068857590035,171302885416.0,153762198255.0,0.037694567167854125,0.2306022788931088,0.03487995455621179,0.036324786324786196,"[-0.03814432989690719, 0.036977491961414755, -0.0046511627906976605, -0.018172377985462118, 0.01692226335272351]"
2010-05-21,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,0.018575851393188847,169801777657.0,152414797549.0,0.028209803550194788,0.13315217391304368,0.03528622888988102,0.003129890453833939,"[0.026521060842433553, -0.03039513677811545, -0.0015673981191223207, 0.010465724751439032, -0.009321595028482621]"
2010-05-28,sh600000,浦发银行,1.0,1.0,False,False,False,False,False,False,-0.01904761904761898,168918773093.0,151622208898.0,0.026007974139545833,0.12119565217391282,0.036469547431092854,-0.012899896800825483,"[-0.030841610036591693, -0.006472491909384925, -0.0010857763300762269, -0.010869565217391242, -0.0016483516483515315]"
